t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mag_x_uncalibrated,mag_y_uncalibrated,mag_z_uncalibrated,rot_alpha,rot_beta,rot_gamma
0.08575129199999765,-0.008459797129034996,-0.003552656853571534,0.0037345506716519594,-0.0087432861328125,-0.0060882568359375,-0.9945068359375,18.34009552001953,7.084280014038086,-46.57904052734375,47.52227783203125,-19.928253173828125,69.22378540039062,0.31311995070782395,0.008226981876773586,-0.0046212128085253296
0.14908333399998241,-0.008774583227932453,-0.006272543221712112,0.004007258452475071,-0.008544921875,-0.0062255859375,-0.9937286376953125,18.360851287841797,7.103357315063477,-46.853179931640625,47.55177307128906,-20.327423095703125,69.90988159179688,0.3127325443455361,0.008205426594144754,-0.004700356919834716
0.21832908400000406,-0.008774583227932453,-0.006272543221712112,0.004007258452475071,-0.009002685546875,-0.0062255859375,-0.993621826171875,18.409984588623047,6.996686935424805,-46.51704406738281,47.61897277832031,-20.204330444335938,69.55928039550781,0.31275411366433126,0.008170152809031736,-0.004752385821304553
0.28372983399998475,-0.009336776100099087,-0.005334311630576849,0.0046456181444227695,-0.009002685546875,-0.0062255859375,-0.993621826171875,18.369346618652344,6.8829345703125,-46.54393768310547,47.68733215332031,-20.06201171875,69.47698974609375,0.3131007244667575,0.008144575062361712,-0.004793081197407822
0.3343030419999877,-0.01002333965152502,-0.0037907434161752462,0.002808303339406848,-0.0091552734375,-0.0057220458984375,-0.99505615234375,18.41811752319336,6.909135818481445,-46.71717071533203,47.509918212890625,-20.095748901367188,69.82302856445312,0.3132589809713301,0.008111822377582428,-0.004812652040036843
0.3992834999999957,-0.01002333965152502,-0.0037907434161752462,0.002808303339406848,-0.0091552734375,-0.0057220458984375,-0.99505615234375,18.304706573486328,7.187019348144531,-46.75414276123047,47.5322265625,-20.282333374023438,69.61708068847656,0.3130677194395027,0.00809594267750558,-0.004826345692951535
0.46737558399999557,-0.009214270859956741,-0.0051838429644703865,0.004656270612031221,-0.0088653564453125,-0.0061187744140625,-0.993560791015625,18.440937042236328,6.941036224365234,-46.54161834716797,47.4632568359375,-20.019821166992188,69.98139953613281,0.31326606834288695,0.008026219039751453,-0.0048528072826376735
0.521570166999993,-0.009214270859956741,-0.0051838429644703865,0.004656270612031221,-0.008880615234375,-0.005340576171875,-0.9945220947265625,18.33551025390625,7.013242721557617,-46.73060607910156,47.5843505859375,-20.09271240234375,69.46098327636719,0.3133281702408977,0.008032356997859728,-0.004892578013749712
0.5692151669999816,-0.007364439312368631,-0.003817641409114003,0.0019118833588436246,-0.008880615234375,-0.005340576171875,-0.9945220947265625,18.324302673339844,7.041997909545898,-46.684043884277344,47.52931213378906,-20.325698852539062,69.76126098632812,0.3133653181594195,0.008023696901601101,-0.0048984149200298616
0.6343672499999968,-0.007452323567122221,-0.006788664031773806,0.0041364217177033424,-0.0086822509765625,-0.0059814453125,-0.99420166015625,18.40569305419922,6.997461318969727,-46.55686950683594,47.59269714355469,-20.061325073242188,69.68724060058594,0.3134151452156398,0.00800457204181059,-0.004903682105995869
0.7001374169999792,-0.007452323567122221,-0.006788664031773806,0.0041364217177033424,-0.0086822509765625,-0.0059814453125,-0.99420166015625,18.340999603271484,6.892513275146484,-46.81672668457031,47.70420837402344,-20.031600952148438,69.56672668457031,0.3135373318891998,0.007987469546469382,-0.004918144557562154
0.769707708999988,-0.00942173134535551,-0.005824865773320198,0.004366252571344376,-0.008880615234375,-0.006103515625,-0.994537353515625,18.358749389648438,7.002687454223633,-46.373634338378906,47.55375671386719,-20.208724975585938,69.986083984375,0.3135597392712093,0.007990554906143246,-0.004954964537305072
0.8289116249999893,-0.00942173134535551,-0.005824865773320198,0.004366252571344376,-0.0087738037109375,-0.0056915283203125,-0.9942474365234375,18.553199768066406,6.930742263793945,-46.446388244628906,47.76875305175781,-20.152130126953125,69.48774719238281,0.31349952356480126,0.00799058869402194,-0.004965419412748437
0.8843287499999803,-0.009041964076459408,-0.003625893732532859,0.005898901727050543,-0.0087738037109375,-0.0056915283203125,-0.9942474365234375,18.521556854248047,6.99266242980957,-46.61046600341797,47.55787658691406,-20.01544189453125,69.4818115234375,0.31353026486180535,0.007956988863416972,-0.004953029012568956
0.937528833999977,-0.009340238757431507,-0.005044293589890003,0.002120675053447485,-0.0092926025390625,-0.006011962890625,-0.99334716796875,18.3714599609375,6.970573425292969,-46.617637634277344,47.46183776855469,-20.039047241210938,69.68260192871094,0.3135203024691187,0.00793968408908714,-0.004938821217272749
0.9999483750000024,-0.009340238757431507,-0.005044293589890003,0.002120675053447485,-0.0092926025390625,-0.006011962890625,-0.99334716796875,18.350357055664062,7.027767181396484,-46.40155792236328,47.70106506347656,-20.145401000976562,69.54536437988281,0.31362733010081423,0.007941183419208327,-0.004950171896804304
1.0695008339999958,-0.008994027972221375,-0.005368399899452925,0.004517520312219858,-0.0088653564453125,-0.0061798095703125,-0.99444580078125,18.426353454589844,6.916269302368164,-46.55426788330078,47.44462585449219,-20.052154541015625,69.47813415527344,0.31376253141891886,0.007850320766914177,-0.004977531172267428
1.1236248749999902,-0.008994027972221375,-0.005368399899452925,0.004517520312219858,-0.009307861328125,-0.00592041015625,-0.9936370849609375,18.328327178955078,7.011537551879883,-46.516624450683594,47.60331726074219,-20.07659912109375,69.49066162109375,0.3138002020821173,0.007833065875763727,-0.004958730955315506
