x,y,z,x_uncalibrated,y_uncalibrated,z_uncalibrated
17.481517791748047,13.414417266845703,-43.116973876953125,46.800048828125,-13.78778076171875,73.44686889648438
17.364444732666016,13.146763801574707,-43.44013977050781,46.90684509277344,-13.689682006835938,73.30035400390625
17.419891357421875,13.531051635742188,-43.261260986328125,46.90684509277344,-13.689682006835938,73.30035400390625
17.24282455444336,13.35633659362793,-43.332244873046875,46.697540283203125,-13.7584228515625,73.204345703125
17.409767150878906,13.222675323486328,-43.240333557128906,46.749908447265625,-13.656402587890625,73.04771423339844
17.33963394165039,13.17499828338623,-43.26935577392578,46.749908447265625,-13.656402587890625,73.04771423339844
17.28042221069336,13.324968338012695,-43.37788391113281,46.66709899902344,-13.81005859375,73.25688171386719
17.54998016357422,13.448898315429688,-43.32615661621094,46.72108459472656,-13.578292846679688,72.97930908203125
17.233341217041016,13.376236915588379,-43.350677490234375,46.72108459472656,-13.578292846679688,72.97930908203125
17.265270233154297,13.295923233032227,-43.431114196777344,46.750152587890625,-13.681930541992188,72.87939453125
17.329971313476562,13.328130722045898,-43.322105407714844,46.8153076171875,-13.561004638671875,73.24472045898438
17.49868392944336,13.356257438659668,-43.34307861328125,46.8153076171875,-13.561004638671875,73.24472045898438
17.40060806274414,13.257065773010254,-43.43291473388672,46.81398010253906,-13.858779907226562,73.0830078125
17.402584075927734,13.282477378845215,-43.65309143066406,46.73199462890625,-13.751632690429688,73.02066040039062
17.359298706054688,13.301482200622559,-43.416770935058594,46.73199462890625,-13.751632690429688,73.02066040039062
17.427371978759766,13.349017143249512,-43.52851867675781,46.76045227050781,-13.57672119140625,72.87326049804688
17.374588012695312,13.330260276794434,-43.58997344970703,46.74322509765625,-13.665557861328125,73.051513671875
17.349407196044922,13.494486808776855,-43.483306884765625,46.74322509765625,-13.665557861328125,73.051513671875
17.397552490234375,13.253107070922852,-43.358848571777344,46.77827453613281,-13.559051513671875,72.88954162597656
17.547306060791016,13.460281372070312,-43.40625762939453,46.77827453613281,-13.559051513671875,72.88954162597656
17.48415756225586,13.34748649597168,-43.37092590332031,46.95550537109375,-13.685760498046875,72.75721740722656
17.442501068115234,13.258450508117676,-43.38330841064453,46.7823486328125,-13.637191772460938,73.07133483886719
17.519638061523438,13.388404846191406,-43.245018005371094,46.7823486328125,-13.637191772460938,73.07133483886719
17.406463623046875,13.468255996704102,-43.3299560546875,46.75978088378906,-13.3878173828125,72.84226989746094
17.4710693359375,13.321662902832031,-43.466094970703125,46.907257080078125,-13.715301513671875,73.00302124023438
17.408477783203125,13.560819625854492,-43.37840270996094,46.907257080078125,-13.715301513671875,73.00302124023438
17.324752807617188,13.364005088806152,-43.419464111328125,46.76856994628906,-13.566879272460938,73.05418395996094
17.414737701416016,13.562405586242676,-43.29389953613281,46.76856994628906,-13.566879272460938,73.05418395996094
17.38967514038086,13.470943450927734,-43.49890899658203,46.78587341308594,-13.589004516601562,72.99395751953125
17.411930084228516,13.35793399810791,-43.42717742919922,46.79673767089844,-13.484817504882812,73.0347900390625
17.226295471191406,13.408711433410645,-43.50511169433594,46.79673767089844,-13.484817504882812,73.0347900390625
17.438472747802734,13.500590324401855,-43.22649383544922,46.73893737792969,-13.6761474609375,72.85420227050781
17.33908462524414,13.434422492980957,-43.27833557128906,46.70802307128906,-13.5050048828125,72.98663330078125
17.425304412841797,13.572770118713379,-43.15745544433594,46.70802307128906,-13.5050048828125,72.98663330078125
17.409656524658203,13.445180892944336,-43.1573486328125,46.59747314453125,-13.5369873046875,72.98675537109375
17.29210662841797,13.426840782165527,-43.40266418457031,46.76678466796875,-13.570465087890625,73.13728332519531
17.308536529541016,13.535714149475098,-43.490501403808594,46.76678466796875,-13.570465087890625,73.13728332519531
17.260204315185547,13.437896728515625,-43.287841796875,46.64996337890625,-13.682098388671875,72.85467529296875
17.321971893310547,13.474647521972656,-43.40117645263672,46.64996337890625,-13.682098388671875,72.85467529296875
17.17452621459961,13.53182315826416,-43.57585906982422,46.628021240234375,-13.665130615234375,72.77262878417969
17.495662689208984,13.459272384643555,-43.525978088378906,46.628021240234375,-13.665130615234375,72.77262878417969
17.338958740234375,13.577682495117188,-43.18226623535156,46.71673583984375,-13.40234375,72.94943237304688
17.283634185791016,13.386710166931152,-43.338226318359375,46.699371337890625,-13.559371948242188,73.1103515625
17.56157684326172,13.511348724365234,-43.40318298339844,46.699371337890625,-13.559371948242188,73.1103515625
17.335792541503906,13.400206565856934,-43.236473083496094,46.81526184082031,-13.499771118164062,73.13095092773438
17.49993133544922,13.444255828857422,-43.28343200683594,46.81526184082031,-13.499771118164062,73.13095092773438
17.56627655029297,13.42998218536377,-43.15984344482422,46.842071533203125,-13.424224853515625,72.81538391113281
17.373451232910156,13.494336128234863,-43.44889831542969,46.89146423339844,-13.480941772460938,72.9864501953125
17.297119140625,13.658286094665527,-43.229393005371094,46.89146423339844,-13.480941772460938,72.9864501953125
